日期,颱風編號,颱風生成時間,颱風消散時間,海上警報,陸上警報,近臺強度,侵臺路徑分類
2003/8/26,無資料,無資料,無資料,0,0,無資料,無資料
2003/8/25,200312,2003/8/20 12:00,2003/8/25 18:00,1,0,中度,無資料
2003/8/24,200312,2003/8/20 12:00,2003/8/25 18:00,1,0,中度,無資料
2003/8/23,200312,2003/8/20 12:00,2003/8/25 18:00,1,0,中度,無資料
2003/8/22,200312,2003/8/20 12:00,2003/8/25 18:00,1,0,中度,無資料
2003/8/21,200312,2003/8/20 12:00,2003/8/25 18:00,1,1,輕度,無資料
2003/8/20,200311,2003/8/19 03:00,2003/8/20 06:00,1,1,輕度,無資料
2003/8/19,200311,2003/8/19 03:00,2003/8/20 06:00,1,1,輕度,無資料
2003/8/18,無資料,無資料,無資料,0,0,無資料,無資料
2003/8/17,無資料,無資料,無資料,0,0,無資料,無資料
2003/8/16,無資料,無資料,無資料,0,0,無資料,無資料
2003/8/15,無資料,無資料,無資料,0,0,無資料,無資料
2003/8/14,無資料,無資料,無資料,0,0,無資料,無資料
2003/8/13,無資料,無資料,無資料,0,0,無資料,無資料
2003/8/12,無資料,無資料,無資料,0,0,無資料,無資料
2003/8/11,無資料,無資料,無資料,0,0,無資料,無資料
2003/8/10,無資料,無資料,無資料,0,0,無資料,無資料
2003/8/9,200310,2003/8/3 06:00,2003/8/9 18:00,0,0,無資料,無資料
2003/8/8,200310,2003/8/3 06:00,2003/8/9 18:00,0,0,無資料,無資料
2003/8/7,200310,2003/8/3 06:00,2003/8/9 18:00,0,0,無資料,無資料
2003/8/6,200310,2003/8/3 06:00,2003/8/9 18:00,0,0,無資料,無資料
2003/8/5,200310,2003/8/3 06:00,2003/8/9 18:00,0,0,無資料,無資料
2003/8/4,200310,2003/8/3 06:00,2003/8/9 18:00,0,0,無資料,無資料
2003/8/3,200309,2003/8/2 09:00,2003/8/4 15:00,1,1,輕度,4
2003/8/2,200309,2003/8/2 09:00,2003/8/4 15:00,1,1,輕度,4
2003/8/1,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/31,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/30,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/29,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/28,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/27,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/26,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/25,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/24,200307,2003/7/17 06:00,2003/7/24 18:00,1,0,中度,無資料
2003/7/23,200307,2003/7/17 06:00,2003/7/24 18:00,1,0,中度,無資料
2003/7/22,200308,2003/7/18 06:00,2003/7/22 00:00,1,0,中度,無資料
2003/7/21,200308,2003/7/18 06:00,2003/7/22 00:00,1,0,中度,無資料
2003/7/20,200308,2003/7/18 06:00,2003/7/22 00:00,1,0,中度,無資料
2003/7/19,200308,2003/7/18 06:00,2003/7/22 00:00,1,0,中度,無資料
2003/7/18,200308,2003/7/18 06:00,2003/7/22 00:00,1,0,中度,無資料
2003/7/17,200307,2003/7/17 06:00,2003/7/24 18:00,1,0,中度,無資料
2003/7/16,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/15,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/14,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/13,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/12,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/11,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/10,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/9,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/8,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/7,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/6,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/5,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/4,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/3,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/2,無資料,無資料,無資料,0,0,無資料,無資料
2003/7/1,無資料,無資料,無資料,0,0,無資料,無資料
2003/6/30,無資料,無資料,無資料,0,0,無資料,無資料
2003/6/29,無資料,無資料,無資料,0,0,無資料,無資料
2003/6/28,無資料,無資料,無資料,0,0,無資料,無資料
2003/6/27,無資料,無資料,無資料,0,0,無資料,無資料
2003/6/26,無資料,無資料,無資料,0,0,無資料,無資料
2003/6/25,無資料,無資料,無資料,0,0,無資料,無資料
2003/6/24,無資料,無資料,無資料,0,0,無資料,無資料
2003/6/23,無資料,無資料,無資料,0,0,無資料,無資料
2003/6/22,無資料,無資料,無資料,0,0,無資料,無資料
2003/6/21,無資料,無資料,無資料,0,0,無資料,無資料
2003/6/20,無資料,無資料,無資料,0,0,無資料,無資料
2003/6/19,200306,2003/6/13 12:00,2003/6/19 06:00,1,0,中度,無資料
2003/6/18,200306,2003/6/13 12:00,2003/6/19 06:00,1,0,中度,無資料
2003/6/17,200306,2003/6/13 12:00,2003/6/19 06:00,1,0,中度,無資料
2003/6/16,200306,2003/6/13 12:00,2003/6/19 06:00,1,0,中度,無資料
2003/6/15,200306,2003/6/13 12:00,2003/6/19 06:00,1,0,中度,無資料
2003/6/14,200306,2003/6/13 12:00,2003/6/19 06:00,1,0,中度,無資料
2003/6/13,200306,2003/6/13 12:00,2003/6/19 06:00,1,0,中度,無資料
2003/6/12,無資料,無資料,無資料,0,0,無資料,無資料
2003/6/11,無資料,無資料,無資料,0,0,無資料,無資料
2003/6/10,無資料,無資料,無資料,0,0,無資料,無資料
2003/6/9,無資料,無資料,無資料,0,0,無資料,無資料
2003/6/8,無資料,無資料,無資料,0,0,無資料,無資料
2003/6/7,無資料,無資料,無資料,0,0,無資料,無資料
2003/6/6,無資料,無資料,無資料,0,0,無資料,無資料
2003/6/5,無資料,無資料,無資料,0,0,無資料,無資料
2003/6/4,200305,2003/6/1 06:00,2003/6/4 00:00,1,1,輕度,2
2003/6/3,200305,2003/6/1 06:00,2003/6/4 00:00,1,1,輕度,2
2003/6/2,200305,2003/6/1 06:00,2003/6/4 00:00,1,1,輕度,2
2003/6/1,200305,2003/6/1 06:00,2003/6/4 00:00,1,1,輕度,2
2003/5/31,200304,2003/5/26 00:00,2003/5/31 00:00,0,0,無資料,無資料
2003/5/30,200304,2003/5/26 00:00,2003/5/31 00:00,0,0,無資料,無資料
2003/5/29,200304,2003/5/26 00:00,2003/5/31 00:00,0,0,無資料,無資料
2003/5/28,200304,2003/5/26 00:00,2003/5/31 00:00,0,0,無資料,無資料
2003/5/27,200304,2003/5/26 00:00,2003/5/31 00:00,0,0,無資料,無資料
2003/5/26,200304,2003/5/26 00:00,2003/5/31 00:00,0,0,無資料,無資料
2003/5/25,200303,2003/5/20 12:00,2003/5/27 06:00,0,0,無資料,無資料
2003/5/24,200303,2003/5/20 12:00,2003/5/27 06:00,0,0,無資料,無資料
2003/5/23,200303,2003/5/20 12:00,2003/5/27 06:00,0,0,無資料,無資料
2003/5/22,200303,2003/5/20 12:00,2003/5/27 06:00,0,0,無資料,無資料
2003/5/21,200303,2003/5/20 12:00,2003/5/27 06:00,0,0,無資料,無資料
2003/5/20,200303,2003/5/20 12:00,2003/5/27 06:00,0,0,無資料,無資料
2003/5/19,無資料,無資料,無資料,0,0,無資料,無資料
2003/5/18,無資料,無資料,無資料,0,0,無資料,無資料
2003/5/17,無資料,無資料,無資料,0,0,無資料,無資料
2003/5/16,無資料,無資料,無資料,0,0,無資料,無資料
2003/5/15,無資料,無資料,無資料,0,0,無資料,無資料
2003/5/14,無資料,無資料,無資料,0,0,無資料,無資料
2003/5/13,無資料,無資料,無資料,0,0,無資料,無資料
2003/5/12,無資料,無資料,無資料,0,0,無資料,無資料
2003/5/11,無資料,無資料,無資料,0,0,無資料,無資料
2003/5/10,無資料,無資料,無資料,0,0,無資料,無資料
2003/5/9,無資料,無資料,無資料,0,0,無資料,無資料
2003/5/8,無資料,無資料,無資料,0,0,無資料,無資料
2003/5/7,無資料,無資料,無資料,0,0,無資料,無資料
2003/5/6,無資料,無資料,無資料,0,0,無資料,無資料
2003/5/5,無資料,無資料,無資料,0,0,無資料,無資料
2003/5/4,無資料,無資料,無資料,0,0,無資料,無資料
2003/5/3,無資料,無資料,無資料,0,0,無資料,無資料
2003/5/2,無資料,無資料,無資料,0,0,無資料,無資料
2003/5/1,無資料,無資料,無資料,0,0,無資料,無資料
2003/4/30,無資料,無資料,無資料,0,0,無資料,無資料
2003/4/29,無資料,無資料,無資料,0,0,無資料,無資料
2003/4/28,無資料,無資料,無資料,0,0,無資料,無資料
2003/4/27,無資料,無資料,無資料,0,0,無資料,無資料
2003/4/26,無資料,無資料,無資料,0,0,無資料,無資料
2003/4/25,200302,2003/4/11 00:00,2003/4/25 00:00,1,1,中度,無資料
2003/4/24,200302,2003/4/11 00:00,2003/4/25 00:00,1,1,中度,無資料
2003/4/23,200302,2003/4/11 00:00,2003/4/25 00:00,1,1,中度,無資料
2003/4/22,200302,2003/4/11 00:00,2003/4/25 00:00,1,1,中度,無資料
2003/4/21,200302,2003/4/11 00:00,2003/4/25 00:00,1,1,中度,無資料
2003/4/20,200302,2003/4/11 00:00,2003/4/25 00:00,1,1,中度,無資料
2003/4/19,200302,2003/4/11 00:00,2003/4/25 00:00,1,1,中度,無資料
2003/4/18,200302,2003/4/11 00:00,2003/4/25 00:00,1,1,中度,無資料
2003/4/17,200302,2003/4/11 00:00,2003/4/25 00:00,1,1,中度,無資料
2003/4/16,200302,2003/4/11 00:00,2003/4/25 00:00,1,1,中度,無資料
2003/4/15,200302,2003/4/11 00:00,2003/4/25 00:00,1,1,中度,無資料
2003/4/14,200302,2003/4/11 00:00,2003/4/25 00:00,1,1,中度,無資料
2003/4/13,200302,2003/4/11 00:00,2003/4/25 00:00,1,1,中度,無資料
2003/4/12,200302,2003/4/11 00:00,2003/4/25 00:00,1,1,中度,無資料
2003/4/11,200302,2003/4/11 00:00,2003/4/25 00:00,1,1,中度,無資料
2003/4/10,無資料,無資料,無資料,0,0,無資料,無資料
2003/4/9,無資料,無資料,無資料,0,0,無資料,無資料
2003/4/8,無資料,無資料,無資料,0,0,無資料,無資料
2003/4/7,無資料,無資料,無資料,0,0,無資料,無資料
2003/4/6,無資料,無資料,無資料,0,0,無資料,無資料
2003/4/5,無資料,無資料,無資料,0,0,無資料,無資料
2003/4/4,無資料,無資料,無資料,0,0,無資料,無資料
2003/4/3,無資料,無資料,無資料,0,0,無資料,無資料
2003/4/2,無資料,無資料,無資料,0,0,無資料,無資料
2003/4/1,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/31,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/30,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/29,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/28,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/27,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/26,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/25,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/24,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/23,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/22,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/21,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/20,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/19,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/18,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/17,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/16,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/15,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/14,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/13,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/12,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/11,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/10,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/9,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/8,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/7,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/6,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/5,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/4,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/3,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/2,無資料,無資料,無資料,0,0,無資料,無資料
2003/3/1,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/28,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/27,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/26,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/25,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/24,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/23,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/22,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/21,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/20,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/19,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/18,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/17,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/16,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/15,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/14,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/13,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/12,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/11,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/10,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/9,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/8,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/7,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/6,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/5,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/4,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/3,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/2,無資料,無資料,無資料,0,0,無資料,無資料
2003/2/1,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/31,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/30,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/29,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/28,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/27,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/26,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/25,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/24,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/23,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/22,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/21,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/20,200301,2003/1/18 06:00,2003/1/20 06:00,0,0,無資料,無資料
2003/1/19,200301,2003/1/18 06:00,2003/1/20 06:00,0,0,無資料,無資料
2003/1/18,200301,2003/1/18 06:00,2003/1/20 06:00,0,0,無資料,無資料
2003/1/17,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/16,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/15,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/14,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/13,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/12,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/11,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/10,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/9,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/8,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/7,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/6,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/5,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/4,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/3,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/2,無資料,無資料,無資料,0,0,無資料,無資料
2003/1/1,無資料,無資料,無資料,0,0,無資料,無資料
2002/12/31,無資料,無資料,無資料,0,0,無資料,無資料
2002/12/30,無資料,無資料,無資料,0,0,無資料,無資料
2002/12/29,無資料,無資料,無資料,0,0,無資料,無資料
2002/12/28,無資料,無資料,無資料,0,0,無資料,無資料
2002/12/27,無資料,無資料,無資料,0,0,無資料,無資料
2002/12/26,無資料,無資料,無資料,0,0,無資料,無資料
2002/12/25,無資料,無資料,無資料,0,0,無資料,無資料
2002/12/24,無資料,無資料,無資料,0,0,無資料,無資料
2002/12/23,無資料,無資料,無資料,0,0,無資料,無資料
2002/12/22,無資料,無資料,無資料,0,0,無資料,無資料
2002/12/21,無資料,無資料,無資料,0,0,無資料,無資料
2002/12/20,無資料,無資料,無資料,0,0,無資料,無資料
2002/12/19,無資料,無資料,無資料,0,0,無資料,無資料
2002/12/18,無資料,無資料,無資料,0,0,無資料,無資料
2002/12/17,無資料,無資料,無資料,0,0,無資料,無資料
2002/12/16,無資料,無資料,無資料,0,0,無資料,無資料
2002/12/15,無資料,無資料,無資料,0,0,無資料,無資料
2002/12/14,無資料,無資料,無資料,0,0,無資料,無資料
2002/12/13,無資料,無資料,無資料,0,0,無資料,無資料
2002/12/12,無資料,無資料,無資料,0,0,無資料,無資料
2002/12/11,200226,2002/12/3 12:00,2002/12/11 12:00,0,0,無資料,無資料
2002/12/10,200226,2002/12/3 12:00,2002/12/11 12:00,0,0,無資料,無資料
2002/12/9,200226,2002/12/3 12:00,2002/12/11 12:00,0,0,無資料,無資料
2002/12/8,200226,2002/12/3 12:00,2002/12/11 12:00,0,0,無資料,無資料
2002/12/7,200226,2002/12/3 12:00,2002/12/11 12:00,0,0,無資料,無資料
2002/12/6,200226,2002/12/3 12:00,2002/12/11 12:00,0,0,無資料,無資料
2002/12/5,200226,2002/12/3 12:00,2002/12/11 12:00,0,0,無資料,無資料
2002/12/4,200226,2002/12/3 12:00,2002/12/11 12:00,0,0,無資料,無資料
2002/12/3,200226,2002/12/3 12:00,2002/12/11 12:00,0,0,無資料,無資料
2002/12/2,無資料,無資料,無資料,0,0,無資料,無資料
2002/12/1,無資料,無資料,無資料,0,0,無資料,無資料
2002/11/30,無資料,無資料,無資料,0,0,無資料,無資料
2002/11/29,無資料,無資料,無資料,0,0,無資料,無資料
2002/11/28,無資料,無資料,無資料,0,0,無資料,無資料
2002/11/27,無資料,無資料,無資料,0,0,無資料,無資料
2002/11/26,無資料,無資料,無資料,0,0,無資料,無資料
2002/11/25,無資料,無資料,無資料,0,0,無資料,無資料
2002/11/24,200225,2002/11/20 18:00,2002/11/24 12:00,0,0,無資料,無資料
2002/11/23,200225,2002/11/20 18:00,2002/11/24 12:00,0,0,無資料,無資料
2002/11/22,200225,2002/11/20 18:00,2002/11/24 12:00,0,0,無資料,無資料
2002/11/21,200225,2002/11/20 18:00,2002/11/24 12:00,0,0,無資料,無資料
2002/11/20,200225,2002/11/20 18:00,2002/11/24 12:00,0,0,無資料,無資料
2002/11/19,無資料,無資料,無資料,0,0,無資料,無資料
2002/11/18,無資料,無資料,無資料,0,0,無資料,無資料
2002/11/17,無資料,無資料,無資料,0,0,無資料,無資料
2002/11/16,無資料,無資料,無資料,0,0,無資料,無資料
2002/11/15,無資料,無資料,無資料,0,0,無資料,無資料
2002/11/14,無資料,無資料,無資料,0,0,無資料,無資料
2002/11/13,無資料,無資料,無資料,0,0,無資料,無資料
2002/11/12,無資料,無資料,無資料,0,0,無資料,無資料
2002/11/11,無資料,無資料,無資料,0,0,無資料,無資料
2002/11/10,無資料,無資料,無資料,0,0,無資料,無資料
2002/11/9,無資料,無資料,無資料,0,0,無資料,無資料
2002/11/8,無資料,無資料,無資料,0,0,無資料,無資料
2002/11/7,200224,2002/11/4 00:00,2002/11/7 00:00,0,0,無資料,無資料
2002/11/6,200224,2002/11/4 00:00,2002/11/7 00:00,0,0,無資料,無資料
2002/11/5,200224,2002/11/4 00:00,2002/11/7 00:00,0,0,無資料,無資料
2002/11/4,200224,2002/11/4 00:00,2002/11/7 00:00,0,0,無資料,無資料
2002/11/3,無資料,無資料,無資料,0,0,無資料,無資料
2002/11/2,無資料,無資料,無資料,0,0,無資料,無資料
2002/11/1,無資料,無資料,無資料,0,0,無資料,無資料
2002/10/31,無資料,無資料,無資料,0,0,無資料,無資料
2002/10/30,200223,2002/10/28 00:00,2002/10/30 00:00,0,0,無資料,無資料
2002/10/29,200223,2002/10/28 00:00,2002/10/30 00:00,0,0,無資料,無資料
2002/10/28,200223,2002/10/28 00:00,2002/10/30 00:00,0,0,無資料,無資料
2002/10/27,無資料,無資料,無資料,0,0,無資料,無資料
2002/10/26,無資料,無資料,無資料,0,0,無資料,無資料
2002/10/25,無資料,無資料,無資料,0,0,無資料,無資料
2002/10/24,無資料,無資料,無資料,0,0,無資料,無資料
2002/10/23,無資料,無資料,無資料,0,0,無資料,無資料
2002/10/22,無資料,無資料,無資料,0,0,無資料,無資料
2002/10/21,無資料,無資料,無資料,0,0,無資料,無資料
2002/10/20,無資料,無資料,無資料,0,0,無資料,無資料
2002/10/19,無資料,無資料,無資料,0,0,無資料,無資料
2002/10/18,無資料,無資料,無資料,0,0,無資料,無資料
2002/10/17,無資料,無資料,無資料,0,0,無資料,無資料
2002/10/16,無資料,無資料,無資料,0,0,無資料,無資料
2002/10/15,無資料,無資料,無資料,0,0,無資料,無資料
2002/10/14,無資料,無資料,無資料,0,0,無資料,無資料
2002/10/13,200222,2002/10/9 18:00,2002/10/13 18:00,0,0,無資料,無資料
2002/10/12,200222,2002/10/9 18:00,2002/10/13 18:00,0,0,無資料,無資料
2002/10/11,200222,2002/10/9 18:00,2002/10/13 18:00,0,0,無資料,無資料
2002/10/10,200222,2002/10/9 18:00,2002/10/13 18:00,0,0,無資料,無資料
2002/10/9,200222,2002/10/9 18:00,2002/10/13 18:00,0,0,無資料,無資料
2002/10/8,無資料,無資料,無資料,0,0,無資料,無資料
2002/10/7,無資料,無資料,無資料,0,0,無資料,無資料
2002/10/6,無資料,無資料,無資料,0,0,無資料,無資料
2002/10/5,無資料,無資料,無資料,0,0,無資料,無資料
2002/10/4,無資料,無資料,無資料,0,0,無資料,無資料
2002/10/3,無資料,無資料,無資料,0,0,無資料,無資料
2002/10/2,200221,2002/9/27 06:00,2002/10/2 00:00,0,0,無資料,無資料
2002/10/1,200221,2002/9/27 06:00,2002/10/2 00:00,0,0,無資料,無資料
2002/9/30,200221,2002/9/27 06:00,2002/10/2 00:00,0,0,無資料,無資料
2002/9/29,200221,2002/9/27 06:00,2002/10/2 00:00,0,0,無資料,無資料
2002/9/28,200221,2002/9/27 06:00,2002/10/2 00:00,0,0,無資料,無資料
2002/9/27,200221,2002/9/27 06:00,2002/10/2 00:00,0,0,無資料,無資料
2002/9/26,200220,2002/9/25 00:00,2002/9/28 00:00,0,0,無資料,無資料
2002/9/25,200220,2002/9/25 00:00,2002/9/28 00:00,0,0,無資料,無資料
2002/9/24,無資料,無資料,無資料,0,0,無資料,無資料
2002/9/23,200219,2002/9/22 00:00,2002/9/23 06:00,0,0,無資料,無資料
2002/9/22,200219,2002/9/22 00:00,2002/9/23 06:00,0,0,無資料,無資料
2002/9/21,無資料,無資料,無資料,0,0,無資料,無資料
2002/9/20,無資料,無資料,無資料,0,0,無資料,無資料
2002/9/19,無資料,無資料,無資料,0,0,無資料,無資料
2002/9/18,無資料,無資料,無資料,0,0,無資料,無資料
2002/9/17,無資料,無資料,無資料,0,0,無資料,無資料
2002/9/16,無資料,無資料,無資料,0,0,無資料,無資料
2002/9/15,無資料,無資料,無資料,0,0,無資料,無資料
2002/9/14,無資料,無資料,無資料,0,0,無資料,無資料
2002/9/13,無資料,無資料,無資料,0,0,無資料,無資料
2002/9/12,200218,2002/9/11 00:00,2002/9/12 06:00,0,0,無資料,無資料
2002/9/11,200218,2002/9/11 00:00,2002/9/12 06:00,0,0,無資料,無資料
2002/9/10,無資料,無資料,無資料,0,0,無資料,無資料
2002/9/9,200217,2002/9/1 06:00,2002/9/9 18:00,0,0,無資料,無資料
2002/9/8,200217,2002/9/1 06:00,2002/9/9 18:00,0,0,無資料,無資料
2002/9/7,200217,2002/9/1 06:00,2002/9/9 18:00,0,0,無資料,無資料
2002/9/6,200217,2002/9/1 06:00,2002/9/9 18:00,0,0,無資料,無資料
2002/9/5,200217,2002/9/1 06:00,2002/9/9 18:00,0,0,無資料,無資料
2002/9/4,200217,2002/9/1 06:00,2002/9/9 18:00,0,0,無資料,無資料
2002/9/3,200216,2002/8/29 06:00,2002/9/7 21:00,1,1,中度,1
2002/9/2,200216,2002/8/29 06:00,2002/9/7 21:00,1,1,中度,1
2002/9/1,200216,2002/8/29 06:00,2002/9/7 21:00,1,1,中度,1
2002/8/31,200216,2002/8/29 06:00,2002/9/7 21:00,1,1,中度,1
2002/8/30,200216,2002/8/29 06:00,2002/9/7 21:00,1,1,中度,1
2002/8/29,200216,2002/8/29 06:00,2002/9/7 21:00,1,1,中度,1
2002/8/28,200215,2002/8/23 00:00,2002/9/1 06:00,0,0,無資料,無資料
2002/8/27,200215,2002/8/23 00:00,2002/9/1 06:00,0,0,無資料,無資料
2002/8/26,200215,2002/8/23 00:00,2002/9/1 06:00,0,0,無資料,無資料
2002/8/25,200215,2002/8/23 00:00,2002/9/1 06:00,0,0,無資料,無資料
2002/8/24,200215,2002/8/23 00:00,2002/9/1 06:00,0,0,無資料,無資料
2002/8/23,200215,2002/8/23 00:00,2002/9/1 06:00,0,0,無資料,無資料
2002/8/22,無資料,無資料,無資料,0,0,無資料,無資料
2002/8/21,無資料,無資料,無資料,0,0,無資料,無資料
2002/8/20,200214,2002/8/18 00:00,2002/8/20 00:00,0,0,無資料,無資料
2002/8/19,200214,2002/8/18 00:00,2002/8/20 00:00,0,0,無資料,無資料
2002/8/18,200214,2002/8/18 00:00,2002/8/20 00:00,0,0,無資料,無資料
2002/8/17,200213,2002/8/12 00:00,2002/8/20 18:00,0,0,無資料,無資料
2002/8/16,200213,2002/8/12 00:00,2002/8/20 18:00,0,0,無資料,無資料
2002/8/15,200213,2002/8/12 00:00,2002/8/20 18:00,0,0,無資料,無資料
2002/8/14,200213,2002/8/12 00:00,2002/8/20 18:00,0,0,無資料,無資料
2002/8/13,200213,2002/8/12 00:00,2002/8/20 18:00,0,0,無資料,無資料
2002/8/12,200213,2002/8/12 00:00,2002/8/20 18:00,0,0,無資料,無資料
2002/8/11,無資料,無資料,無資料,0,0,無資料,無資料
2002/8/10,無資料,無資料,無資料,0,0,無資料,無資料
2002/8/9,無資料,無資料,無資料,0,0,無資料,無資料
2002/8/8,無資料,無資料,無資料,0,0,無資料,無資料
2002/8/7,無資料,無資料,無資料,0,0,無資料,無資料
2002/8/6,無資料,無資料,無資料,0,0,無資料,無資料
2002/8/5,200212,2002/8/3 18:00,2002/8/5 18:00,0,0,無資料,無資料
2002/8/4,200212,2002/8/3 18:00,2002/8/5 18:00,0,0,無資料,無資料
2002/8/3,200212,2002/8/3 18:00,2002/8/5 18:00,0,0,無資料,無資料
2002/8/2,無資料,無資料,無資料,0,0,無資料,無資料
2002/8/1,無資料,無資料,無資料,0,0,無資料,無資料
2002/7/31,無資料,無資料,無資料,0,0,無資料,無資料
2002/7/30,無資料,無資料,無資料,0,0,無資料,無資料
2002/7/29,無資料,無資料,無資料,0,0,無資料,無資料
2002/7/28,無資料,無資料,無資料,0,0,無資料,無資料
2002/7/27,200211,2002/7/21 00:00,2002/7/27 06:00,0,0,無資料,無資料
